Tweet,Sentimen,Emosi,Processed_Tweet
Fakhrul Zaman sampaikan mesej patuhi PKP menerusi lukisan mural,-1.0,2,fakhrul zaman sampaikan mesej patuhi pkp menerusi lukisan mural
Polres Kabupaten Madiun Susun Strategi untuk Mencegah Penyebaran COVID-19 di Wilayahnya - Pikiran Rakyat,1.0,1,polres kabupaten madiun susun strategi untuk mencegah penyebaran covid di wilayahnya pikiran rakyat
"Pasien Covid-19 Meninggal di Indonesia Bertambah 21, Sembuh 4",0.0,-1,pasien covid meninggal di indonesia bertambah sembuh
Ini yang membuat mamah aing maksa maksa aing untuk mengundurkan diri jadi tim covid-19,-1.0,-2,ini yang membuat mamah aing maksa maksa aing untuk mengundurkan diri jadi tim covid
"Kasus Covid-19 di Indonesia Bertambah 330, Total 3.842 Orang",0.0,-1,kasus covid di indonesia bertambah total orang
semoga ada planning indah dari Allah lainnya untuk kak ran dan semua army!!  berdoa banyak2 agar covid ni lekas pergi dr bumi kita,1.0,-1,semoga ada planning indah dari allah lainnya untuk kak ran dan semua army berdoa banyak agar covid ni lekas pergi dr bumi kita
Per tahun covid nya diapgred,-1.0,-1,per tahun covid nya diapgred
AA Warga Duri Dinyatakan Sembuh dari Covid-19,1.0,2,aa warga duri dinyatakan sembuh dari covid
PB HMI dan Bakornas LKMI menyerahkan bantuan berupa snak dan hand sanitizer kepada teman-teman relawan dapur rakyat yang di inisiasi oleh mahasiswa ciputat dimasa pandemi covid-19..Trimakasih kepada seluruh pihak,1.0,2,pb hmi dan bakornas lkmi menyerahkan bantuan berupa snak dan hand sanitizer kepada temanteman relawan dapur rakyat yang di inisiasi oleh mahasiswa ciputat dimasa pandemi covidtrimakasih kepada seluruh pihak
Kegiatan selama Covid_19,0.0,1,kegiatan selama covid
"aku sakit kepala diakun sebelah isinya covid, pemerintah, pansos, deel. yaudah mending menepi disini ditemani asupan oppa oppa tamvan yg lewat di tiel",-1.0,1,aku sakit kepala diakun sebelah isinya covid pemerintah pansos deel yaudah mending menepi disini ditemani asupan oppa oppa tamvan yg lewat di tiel
"Eh baru nyadar virus covid-19 bisa bertahan lama di air. Ga jadi jdi paus ah, mau naik roket aja ke saturnus ",-1.0,1,eh baru nyadar virus covid bisa bertahan lama di air ga jadi jdi paus ah mau naik roket aja ke saturnus
Takut kena covid si bpknya,0.0,1,takut kena covid si bpknya
Siap pak Menteri... Kaltim Siap.Lawan Covid-19,1.0,2,siap pak menteri kaltim siaplawan covid
"36554 jumlah napi yang telah dilepas!!!Kurang berat gimana lagi beban rakyat. Harus waspada dg Covid-19, plus ditambah was-was dengan virus masyarakat. Kalo ada apa2, yg dipanggil skrg pun bukan cuma polisi, mesti ada tenakesnya.",-1.0,-1,jumlah napi yang telah dilepaskurang berat gimana lagi beban rakyat harus waspada dg covid plus ditambah waswas dengan virus masyarakat kalo ada apa yg dipanggil skrg pun bukan cuma polisi mesti ada tenakesnya
UPDATE data terbaru Covid-19 di Indonesia pada tanggal 11 April 2020Total: 3.842 Orang (+330)Sembuh: 286 Orang (+4)Meninggal Dunia: 327 Orang (+21)  ,0.0,-1,update data terbaru covid di indonesia pada tanggal april total orang sembuh orang meninggal dunia orang
"Kepedulian Terhadap Masyarakat Disaat Menyebarnya Covid-19, ""Ini yang Dilakukan Manajer Kebun Gunung Para""",1.0,2,kepedulian terhadap masyarakat disaat menyebarnya covid ini yang dilakukan manajer kebun gunung para
"terlalu fokus lu semua sm covid, baby krakatau dan indigo sampe lupa klo garaga udaah ditemuin lagi.",-1.0,-2,terlalu fokus lu semua sm covid baby krakatau dan indigo sampe lupa klo garaga udaah ditemuin lagi
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik, gunakan Masker, jaga Kebersihan serta Cuci Tangan",1.0,2,mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dengan tetap di rumah jangan mudik gunakan masker jaga kebersihan serta cuci tangan
"Pengen bersin kali, tapi takut di bilangin covid-19",-1.0,1,pengen bersin kali tapi takut di bilangin covid
"Baru kali ini gue kepengen potong rambut ke salon krn pgn model baru, tp krn si covid ini ujung2nya potong lagi sendiri dirumah dgn model flat oh what a life!",0.0,1,baru kali ini gue kepengen potong rambut ke salon krn pgn model baru tp krn si covid ini ujungnya potong lagi sendiri dirumah dgn model flat oh what a life
Covid mempersulit semuanya,-1.0,-2,covid mempersulit semuanya
"Tentang aku, kamu, dia dan covid 19.",-1.0,1,tentang aku kamu dia dan covid
"Lawan Corona Covid-19, Paulo Sergio: Kita Harus Berkolaborasi dengan Pemerintah",1.0,2,lawan corona covid paulo sergio kita harus berkolaborasi dengan pemerintah
"Kayaknya masyarakat - masyarakat terpencil atau di pelosok, harus di bimbing atau di sosialisasikan tentang covid 19, jangan menjadi masyarakat yang sok tahu dan gampang terprovokasi dari oknum"" yang salah ",1.0,-2,kayaknya masyarakat masyarakat terpencil atau di pelosok harus di bimbing atau di sosialisasikan tentang covid jangan menjadi masyarakat yang sok tahu dan gampang terprovokasi dari oknum yang salah
Tahun Yang Cantik 2020 Berharap Semua Impiann Terkabulkan Namun Nyatanya Impian itu Bersembunyi di Dalam Rumah Karantinaaa,-1.0,2,tahun yang cantik berharap semua impiann terkabulkan namun nyatanya impian itu bersembunyi di dalam rumah karantinaaa
"Seorang Pasien Dalam Pengawasan (PDP) Covid-19 di Samarinda, mengamuk dan mengancam petugas medis dengan pecahan kaca. Pasien yang diketahui pernah mengikuti Ijtima di Gowa.",-1.0,-2,seorang pasien dalam pengawasan pdp covid di samarinda mengamuk dan mengancam petugas medis dengan pecahan kaca pasien yang diketahui pernah mengikuti ijtima di gowa
"Kemudahan kredit saya rasa tak ada gunanya kalo usaha mereka terhenti, yg di butuhkan mereka adalah bagaimana bisa makan untuk setiap harinya. Memberikan kredit sama saja menambah beban hidup mereka para umkm di tengah wabah covid-19",-1.0,-1,kemudahan kredit saya rasa tak ada gunanya kalo usaha mereka terhenti yg di butuhkan mereka adalah bagaimana bisa makan untuk setiap harinya memberikan kredit sama saja menambah beban hidup mereka para umkm di tengah wabah covid
"Nih update terbaru kasus covid-19 Kota Bontang, stay tuned ya",0.0,-1,nih update terbaru kasus covid kota bontang stay tuned ya
Pemkot Malang Tepis Anggapan Tak Peka Penanganan Wabah Covid-19 -,1.0,-2,pemkot malang tepis anggapan tak peka penanganan wabah covid
Sebanyak 21 lagi kematian dalam tempoh 24 jam di Indonesia,0.0,-1,sebanyak lagi kematian dalam tempoh jam di indonesia
"Baru Diketahui, Ketua Fraksi Golkar DPRD Sumut Meninggal Akibat Covid-19",0.0,-1,baru diketahui ketua fraksi golkar dprd sumut meninggal akibat covid
"Karantina kesekian hari: makan, tidur, ML, coli, ga mandi, ga ganti kancut, jamuran deh. (yg penting ga covid)",-1.0,1,karantina kesekian hari makan tidur ml coli ga mandi ga ganti kancut jamuran deh yg penting ga covid
Mungkin covid-19 ingin mengajarkan apa itu HALAL GAP,-1.0,-1,mungkin covid ingin mengajarkan apa itu halal gap
Sejak covid udah punya ternak semut sekarang yaa,-1.0,-1,sejak covid udah punya ternak semut sekarang yaa
"Wqwq tau sadja c Abis COVID-19 kelar, langsung casting ya qaqaa",-1.0,2,wqwq tau sadja c abis covid kelar langsung casting ya qaqaa
"Babinsa ikuti rapat Muspikel Keprabon, Koordinasi tentang pencegahan Covid-19",1.0,1,babinsa ikuti rapat muspikel keprabon koordinasi tentang pencegahan covid
Salamat datang brewok club. . Ayo sampe covid ini berenti jgan ada yang di cukur,-1.0,2,salamat datang brewok club ayo sampe covid ini berenti jgan ada yang di cukur
Gegara covid 19 gua di usir calon mertua.... ajig ,-1.0,-2,gegara covid gua di usir calon mertua ajig
Kriteria Antologi Puisi Pengalaman Menempuh COVID-19 1.Penyertaan terbuka kepada staf dan pelajar kokurikulum UiTM sahaja.2.Seorang peserta boleh menghantar maksimum empat (4) buah puisi.3.Puisi hendaklah,0.0,2,kriteria antologi puisi pengalaman menempuh covid penyertaan terbuka kepada staf dan pelajar kokurikulum uitm sahajaseorang peserta boleh menghantar maksimum empat buah puisipuisi hendaklah
"Sabtu buntu , ga ada yg beda suasana nya dari sabtu2 yg lalu semenjak covid-19. Kepengen seluncurann ...",0.0,-1,sabtu buntu ga ada yg beda suasana nya dari sabtu yg lalu semenjak covid kepengen seluncurann
"Di tengah kondisi perekonomian yang sedang mengalami tekanan akibat pandemi Covid-19, Bea Cukai terus membantu pelaku usaha dan masyarakat dengan memberikan berbagai insentif, baik fiskal maupun prosedural.Selengkapnya ",1.0,2,di tengah kondisi perekonomian yang sedang mengalami tekanan akibat pandemi covid bea cukai terus membantu pelaku usaha dan masyarakat dengan memberikan berbagai insentif baik fiskal maupun proseduralselengkapnya
Beliau memang layak dilibatkan dalam Gugus Tugas Garda Depan penanganan Covid-19. Bukan begitu mimin,0.0,2,beliau memang layak dilibatkan dalam gugus tugas garda depan penanganan covid bukan begitu mimin
"*Penyemprotan Antiseptic pencegahan Virus Corona ( Covid 19 ) di Wilkum Polsek Tiga Juhar,* Penyemprotan cairan antisepti dalam rangka pencegahan Virus Corona ( Covid 19 ) di Desa Rumah Lengo Kecamatan STM Hulu Kabupaten Deli Serdang, Sabtu.11/04/2020.",1.0,1,penyemprotan antiseptic pencegahan virus corona covid di wilkum polsek tiga juhar penyemprotan cairan antisepti dalam rangka pencegahan virus corona covid di desa rumah lengo kecamatan stm hulu kabupaten deli serdang sabtu
Udah lama nggak testSekalinya testTest covid-19,-1.0,1,udah lama nggak testsekalinya testtest covid
"[BERBUAT BAIK WALAUPUN MIPA!Tidak terasa, sudah hampir satu bulan kita semua akibat dari wabah Covid-19.Banyak kegiatan yang memang harus tertunda bahkan batal, namun semoga niat untuk berbuat baik tetap ada dan tidak hilang, ya!",1.0,-1,berbuat baik walaupun mipatidak terasa sudah hampir satu bulan kita semua akibat dari wabah covidbanyak kegiatan yang memang harus tertunda bahkan batal namun semoga niat untuk berbuat baik tetap ada dan tidak hilang ya
"Kalau diserahlan semua kepada mekanisme pasar kejadiannya seperti sekarang. Ketika daya beli sedang menurun akibat Covid-19, harga gula malah naik menjulang karena permainan pengepul",-1.0,-1,kalau diserahlan semua kepada mekanisme pasar kejadiannya seperti sekarang ketika daya beli sedang menurun akibat covid harga gula malah naik menjulang karena permainan pengepul
Emangnya ojol aja yang kena dampak covid ? Herman deh ,-1.0,-2,emangnya ojol aja yang kena dampak covid herman deh
Tadinya ingin tgl 16 tapi kok semakin parah begini dari hari ke hari kasus wabah covid_19.... Tabungan dah habis selama 1bulan d rumah. Semoga cepat selesai corona pergilah km...,1.0,-1,tadinya ingin tgl tapi kok semakin parah begini dari hari ke hari kasus wabah covid tabungan dah habis selama bulan d rumah semoga cepat selesai corona pergilah km
"Yg xpaham skrg ne, perlu visa smpai bila2 ka or just time covid ne ",-1.0,1,yg xpaham skrg ne perlu visa smpai bila ka or just time covid ne
"Apr 10: PPSB DKI Jkt krn Pandemik Covid-19 dimulaiApr 11: dentuman kencang di langit, 4 gunung berapi di Sumatera dan Jawa erupsi",0.0,-1,apr ppsb dki jkt krn pandemik covid dimulaiapr dentuman kencang di langit gunung berapi di sumatera dan jawa erupsi
"Besok, kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat WFH Covid-19 nih Folks. Jgn lupa mampir ke IG kami jam 7 besok yaa! Kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh~",-1.0,1,besok kami sama mau ngulik mitos dan fakta seputar pelecehan seksual online saat wfh covid nih folks jgn lupa mampir ke ig kami jam besok yaa kalo ada yg mau nitip pertanyaan atau mau nitip cerita pengalaman boleh reply twit ini loh
"Teman-teman di DPW PSI Kaltim dan DPD PSI Samarinda berbagi makanan siap saji ke kang ojol, relawan, dan wartawan peliput Covid-19.Ayo berbagi di tengah pamdemi.",1.0,2,temanteman di dpw psi kaltim dan dpd psi samarinda berbagi makanan siap saji ke kang ojol relawan dan wartawan peliput covidayo berbagi di tengah pamdemi
"Salam karate, Osh!Dunia sedang diresahkan oleh wabah covid-19. UKM Inkai Brawijaya bekerja sama dengan ACTMalang mengajak rekan2 semua untuk berdonasi.Pengumpulan dana dimulai tanggal 10-24 April 2020Mari berbagi dengan sesama, berbagi itu indah bagaimanapun bentuknya.",1.0,-1,salam karate oshdunia sedang diresahkan oleh wabah covid ukm inkai brawijaya bekerja sama dengan actmalang mengajak rekan semua untuk berdonasipengumpulan dana dimulai tanggal april mari berbagi dengan sesama berbagi itu indah bagaimanapun bentuknya
Halo Sobat POLRI... Mari kita ketahui bagaimana mencegah penyebaran COVID-19 setelah bepergian atau pulang kerja... ,1.0,2,halo sobat polri mari kita ketahui bagaimana mencegah penyebaran covid setelah bepergian atau pulang kerja
Jogja before covid ya kak ekwkw,-1.0,2,jogja before covid ya kak ekwkw
lek kita kena kurung je gais syukurlah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid-19,-1.0,-1,lek kita kena kurung je gais syukurlah kita dok malaysia kalau dok korea utara dah lama jadi bangkai kena tembak sebab positive covid
Bumi hanya sedang memulihkan diri. Dari bencana yang ditimbulkan diri ini. Virus yang bahkan lebih berbahaya dari apa yang terjadi  ,0.0,-1,bumi hanya sedang memulihkan diri dari bencana yang ditimbulkan diri ini virus yang bahkan lebih berbahaya dari apa yang terjadi
Total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus. And kami penat kerja within pkp season. Sangat penat,-1.0,-2,total lockdown is impossible tapi bila one by one dilonggarkan takkan membantu rangkaian covid putus and kami penat kerja within pkp season sangat penat
"TaniHub, startup e-commerce produk-produk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar 20% selama pandemi Covid-19 merebak di Indonesia.",1.0,2,tanihub startup ecommerce produkproduk pertanian mengalami peningkatan penjualan produk tanaman herbal sebesar selama pandemi covid merebak di indonesia
"scenario terbaik saat ini buat Covid-19 jumlah kematiam di angka 120k orang, scenario terburuk di 2,6jt orang",0.0,-1,scenario terbaik saat ini buat covid jumlah kematiam di angka k orang scenario terburuk di jt orang
"Adanya covid, manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan. Bumi pun mungkin sama, berupaya membunuh manusia karena dianggap merugikan bumi. Maybe?",-1.0,-2,adanya covid manusia berupaya membunuh virus tersebut dg segala cara untuk karena dianggap merugikan bumi pun mungkin sama berupaya membunuh manusia karena dianggap merugikan bumi maybe
"Antisipasi Covid-19 Masuk Tinada, Babinsa Terus Jaga Posko di Gerbang Desa",1.0,1,antisipasi covid masuk tinada babinsa terus jaga posko di gerbang desa
"Terkait Covid-19, Michdan sbg Kuasa hukum berpendapat bahwa Baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan. asyir juga saat ini berusia 81 tahun.Apa kah pemerintah membebaskan nya  ",0.0,-1,terkait covid michdan sbg kuasa hukum berpendapat bahwa baasyir adalah salah satu narapidana yang wajib diprioritaskan karena rentan kesehatan asyir juga saat ini berusia tahunapa kah pemerintah membebaskan nya
PKB Lebong Semangati Satuan Gugus Tugas Penangan Covid di Perbatasan,1.0,1,pkb lebong semangati satuan gugus tugas penangan covid di perbatasan
"Small Donation, Big Impact. Kita sama-sama berdoa pandemik COVID-19 ini segera berakhir. Semoga ada doa dalam kalangan kita dimakbulkan.",1.0,-1,small donation big impact kita samasama berdoa pandemik covid ini segera berakhir semoga ada doa dalam kalangan kita dimakbulkan
"Update Covid-19 Bengkulu, Ada tambahan 4 kasus ODP",0.0,-1,update covid bengkulu ada tambahan kasus odp
"Personel Satbrimob Polda Kepri yang bertugas dalam Pengamanan Pembangunan Rumah Sakit Khusus Covid-19 di Pulau Galang melaksanakan Patroli dan menghimbau masyarakat terkait maklumat Kapolri, Sabtu (11/04/2020).",1.0,1,personel satbrimob polda kepri yang bertugas dalam pengamanan pembangunan rumah sakit khusus covid di pulau galang melaksanakan patroli dan menghimbau masyarakat terkait maklumat kapolri sabtu
"Sabtu, 11 April 202014.00 WibData ODP, PDP dan Terkonfirmasi Positif Covid-19 Kota Bogor1. Orang Dalam Pemantauan (ODP) :- Jumlah : 901- Selesai : 485- Dalam Pemantauan : 4162. Pasien Dalam Pengawasan (PDP)",0.0,1,sabtu april wibdata odp pdp dan terkonfirmasi positif covid kota bogor orang dalam pemantauan odp jumlah selesai dalam pemantauan pasien dalam pengawasan pdp
Botak la apa lgi. Covid pon licin nk hinggap.,-1.0,-2,botak la apa lgi covid pon licin nk hinggap
"disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini, disitu malah nolak pemakaman jenazah perawat yg diduga covid, saaa ae lu tong tongg....",-1.0,-2,disaat orang orang pada mengelukan tenaga medis dan paramedis sbg garda terdepan situasi saat ini disitu malah nolak pemakaman jenazah perawat yg diduga covid saaa ae lu tong tongg
"kemarin world war 3 katanya mau kiamat, sekarang banyak gunung berapi erupsi dan ada covid-19 katanya lagi mau kiamat. kiamat itu pasti terjadi tapi hanya allah swt. yang tau",0.0,1,kemarin world war katanya mau kiamat sekarang banyak gunung berapi erupsi dan ada covid katanya lagi mau kiamat kiamat itu pasti terjadi tapi hanya allah swt yang tau
"Rakyat Indonesia Cemburu Cara Malaysia Tanggani Covid-19, Kita Bagaimana, Syukur Atau Kufur? (bersama video) - Minda Rakyat",-1.0,-2,rakyat indonesia cemburu cara malaysia tanggani covid kita bagaimana syukur atau kufur bersama video minda rakyat
Mereka cocok di jadikan sebagai Kelinci Percobaan Vaksin Covid 19.,-1.0,-2,mereka cocok di jadikan sebagai kelinci percobaan vaksin covid
"Mungkin rindu suasana , sebelum negara api menyerang (covid) ",0.0,-1,mungkin rindu suasana sebelum negara api menyerang covid
Penyemprotan Disifektan covid 19 mandiri,1.0,1,penyemprotan disifektan covid mandiri
"Sayuranch, startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar 30-35% selama penerapan bekerja dari rumah (work from home/WFH) saat pandemi Covid-19.",1.0,2,sayuranch startup sayuran berbasis daring mengaku mengalami peningkatan omzet sekitar selama penerapan bekerja dari rumah work from homewfh saat pandemi covid
"Perawat medis diusir, jenazah covid tidak diterima, beli masker sak dus isinya batu. Sudah benar apa yg dikatakan Thomas Hobbes tentang homo homini lupus (manusia adalah serigala bagi manusia lain)",-1.0,-2,perawat medis diusir jenazah covid tidak diterima beli masker sak dus isinya batu sudah benar apa yg dikatakan thomas hobbes tentang homo homini lupus manusia adalah serigala bagi manusia lain
"COVID-19 : 165 pulih, 184 kes baharu, tiga kematian direkodkan",0.0,-1,covid pulih kes baharu tiga kematian direkodkan
Akak Covid 19,-1.0,1,akak covid
"udah ditumpuk ke bapak yang di atas, semoga berkah buat semua, semoga bisa menjadi bantuan untuk penanganan covid-19.",1.0,-1,udah ditumpuk ke bapak yang di atas semoga berkah buat semua semoga bisa menjadi bantuan untuk penanganan covid
"kadang aneh sama orang"" kaya gini,menolak penguburan korban covid tapi mereka bergerombol seolah"" udah paling kebal,wtf",-1.0,-2,kadang aneh sama orang kaya ginimenolak penguburan korban covid tapi mereka bergerombol seolah udah paling kebalwtf
Terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan COVID 19 ,1.0,2,terima kasih untuk semua tenaga medis yang telah berjuang di garis terdepan melawan covid
"Min punteun , klo bebas denda gara"" covid-19 teh dugi ka kaping sbraha? Sareng upami samsat induk soreang masih buka atau tidak?Nuhun",0.0,1,min punteun klo bebas denda gara covid teh dugi ka kaping sbraha sareng upami samsat induk soreang masih buka atau tidaknuhun
Pemberian bantuan beras kepada masyarakat terdampak Covid-19 oleh Gugus Tugas Covid 19 GP Ansor Merauke - Papua,1.0,2,pemberian bantuan beras kepada masyarakat terdampak covid oleh gugus tugas covid gp ansor merauke papua
Hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti.,-1.0,1,hahaha niaga online tapi sekarang ni covid duit masuk virus pun masuk nnti
"When i dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe, skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit. thx covid",-1.0,-2,when i dirumahkan kemudian ngeluh ga gajian utuh pen balik lgsg di ocehin mak dewe skrg fikirkan gmn biar ttp sehat kalo punya sisa duit dipake dlu buat biaya hidup kedepan kalo udah gapunya lebih baik mama ngasih duit drpd balik malah bawa penyakit thx covid
"RM0 MKN : Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935.Huh? ",0.0,1,rm mkn talian sokongan emosi dan psikososial covid beroperasi setiap hari pagi petang hubungi atau huh
Sebaran 330 Orang kasus baru COVID-19 di Indonesia pada tanggal 11 April 2020 - Jakarta: 196 Orang- Banten: 36- Jabar: 32- Papua: 24- Jatim: 11- Sulsel: 11- Sulteng: 5- Bali: 4- Riau: 3- Jambi: 2- NTB: 2- Sulbar: 2- Babel: 1- Sultra: 1 Orang,0.0,-1,sebaran orang kasus baru covid di indonesia pada tanggal april jakarta orang banten jabar papua jatim sulsel sulteng bali riau jambi ntb sulbar babel sultra orang
Indigo indigo apaan lagi covid juga masih belain pemerintah kan lu.,-1.0,-2,indigo indigo apaan lagi covid juga masih belain pemerintah kan lu
Pengen rasanya nebar tanah kuburan ke rumah orang-orang yang nolak jenazah pasien covid-19 biar rumahnya serem terus. Huffttt ,-1.0,-2,pengen rasanya nebar tanah kuburan ke rumah orangorang yang nolak jenazah pasien covid biar rumahnya serem terus huffttt
"Hrus ditindak org2 yg menolak, coba kl keluarganya yg kena covid.",1.0,-2,hrus ditindak org yg menolak coba kl keluarganya yg kena covid
"Aku udh resigned mas dr perhotelan, tp msh hrs tetap dan suka nomaden  krn ada beberapa yg di urus. InshaAllah bisa ketemuan ya mas bro, smoga COVID-19 ini cpt berganti dg kesehatan & kebahagiaan utk seluruh umat manusia di sini & dunia ",1.0,-1,aku udh resigned mas dr perhotelan tp msh hrs tetap dan suka nomaden krn ada beberapa yg di urus inshaallah bisa ketemuan ya mas bro smoga covid ini cpt berganti dg kesehatan kebahagiaan utk seluruh umat manusia di sini dunia
Wali Kota Bogor Bima Arya Dibolehkan Pulang Usai 22 Hari Dirawat karena Positif COVID-19,1.0,2,wali kota bogor bima arya dibolehkan pulang usai hari dirawat karena positif covid
"Bukan soal kemampuan dan tempat Ds , kita tak boleh tahu siapa yg ada Covid-19 tu,sama ada Si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali pun..Kita sdg dlm proses mengekang wabak,",1.0,1,bukan soal kemampuan dan tempat ds kita tak boleh tahu siapa yg ada covid tusama ada si barber atau dikalangan pelanggan itu sendiri hatta dibuat di rumah sekali punkita sdg dlm proses mengekang wabak
Antara hadith yang paling dekat dengan isu Covid-19 dan Perintah Kawalan Pergerakan.Nabi S.A.W bersabda :Dua nikmat yang sering dilupakan oleh manusia :1. KESIHATAN2. WAKTU LAPANG(Hadith Riwayat Bukhari),1.0,-1,antara hadith yang paling dekat dengan isu covid dan perintah kawalan pergerakannabi saw bersabda dua nikmat yang sering dilupakan oleh manusia kesihatan waktu lapanghadith riwayat bukhari
Pertamina Dan Hiswana Serahkan Sembako Dan APD Untuk Bantu Penanganan Covid-19 Di Sulsel,1.0,2,pertamina dan hiswana serahkan sembako dan apd untuk bantu penanganan covid di sulsel
jangan buang waktu untuk merespons orang2 yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi COVID 19 kekuatan nya 5X lebih dari krisis di 1998 Pahami HUKUM. semoga semua dilalukan dari badai dgn selamatamin,1.0,-2,jangan buang waktu untuk merespons orang yg berprilaku negatif tetapi gunakan waktu yg ada untuk persiapan diri menghadapi goncangan di belakang pendemi covid kekuatan nya x lebih dari krisis di pahami hukum semoga semua dilalukan dari badai dgn selamatamin
Amerika Egois! Potret Buruknya Negara Kapitalis Tangani COVID-19 | Muslimah TalkSimak di link berikut,-1.0,-2,amerika egois potret buruknya negara kapitalis tangani covid muslimah talksimak di link berikut
"Sore Sedulur Berikut data terbaru pasien COVID-19 di D.I. Yogyakarta, selengkapnya dapat di akses melalui",0.0,1,sore sedulur berikut data terbaru pasien covid di di yogyakarta selengkapnya dapat di akses melalui
"covid-19 : ada kuliah online ga pernah masuk, tugas jarang ngumpul, senin uts belom bayarreal life : sama",-1.0,-1,covid ada kuliah online ga pernah masuk tugas jarang ngumpul senin uts belom bayarreal life sama
PT Angkasa Pura II (Persero) memberlakukan jam operasional baru di 12 bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran Covid-19.Selengkapnya ,1.0,1,pt angkasa pura ii persero memberlakukan jam operasional baru di bandara guna optimalisasi layanan dan mendukung pencegahan penyebaran covidselengkapnya
ADUN Bukit Semuja Sumbang Termometer Kepada Pusat Pemeriksaan Virus Covid-19 Serian.,1.0,2,adun bukit semuja sumbang termometer kepada pusat pemeriksaan virus covid serian
"Dari 924 RW di Depok, Kampung SIaga Covid-19 sudah terbentuk di 902 RW.",1.0,2,dari rw di depok kampung siaga covid sudah terbentuk di rw
Luna Maya Anggap Corona Covid-19 sebagai Ujian dalam Hubungannya degan Ryochin,-1.0,-1,luna maya anggap corona covid sebagai ujian dalam hubungannya degan ryochin
Allahh ! Dah ada positive covid dahh kat blok aku nih,-1.0,-2,allahh dah ada positive covid dahh kat blok aku nih
Pemerintah pusat melalui Gugus Tugas Percepatan Penanggulangan Wabah COVID-19 Nasional mengirimkan bantuan APD (alat pelindung diri) sebanyak 40 koli (2000 pcs) dan 3.000 pcs masker ke Sulawesi Tenggara (Sultra).,1.0,2,pemerintah pusat melalui gugus tugas percepatan penanggulangan wabah covid nasional mengirimkan bantuan apd alat pelindung diri sebanyak koli pcs dan pcs masker ke sulawesi tenggara sultra
"skrg udh ada lg status OTG, org tanpa gejala, jd risiko kita kontak dgn org byk di RS yg tanpa gejala Covid-19 bs lebih tinggi, dibandingkan dgn kalian yg ttp",0.0,-1,skrg udh ada lg status otg org tanpa gejala jd risiko kita kontak dgn org byk di rs yg tanpa gejala covid bs lebih tinggi dibandingkan dgn kalian yg ttp
"Kembali kepada pangkuan kehidupan Islam, yakni khilafah adalah kewajiban  dan kebutuhan mendesak. Inilah pesan penting berikutnya bagi Indonesia dan dunia. ",0.0,-1,kembali kepada pangkuan kehidupan islam yakni khilafah adalah kewajiban dan kebutuhan mendesak inilah pesan penting berikutnya bagi indonesia dan dunia
"Jumlah PDP Covid 19 Di Kalsel Naik, PDP Meninggal Asal Batola Negatif Corona lewat",0.0,-1,jumlah pdp covid di kalsel naik pdp meninggal asal batola negatif corona lewat
"Solusinya mgkin ada tp mesti kompak ya ama spt saran om faisal basri. Fokus dl ama covid ampe semua sehat (dan pmrintah nemu jalur kordinasi penanganan n metode yg tokcer), baru mulei lg roda ekonomi trmasuk cipta krja. Skrg kan masi berantakan smuaa",1.0,1,solusinya mgkin ada tp mesti kompak ya ama spt saran om faisal basri fokus dl ama covid ampe semua sehat dan pmrintah nemu jalur kordinasi penanganan n metode yg tokcer baru mulei lg roda ekonomi trmasuk cipta krja skrg kan masi berantakan smuaa
"Tidak tau kenapa, sedang malas mendengar berita Covid-19, apalagi yang ada hubungannya dengan pemerintah. Begitu2 aja.",-1.0,-2,tidak tau kenapa sedang malas mendengar berita covid apalagi yang ada hubungannya dengan pemerintah begitu aja
Himbauan wali nagari tandikek kec. Patamuan kab. Pd. Pariaman dalam penanganan covid 19,1.0,1,himbauan wali nagari tandikek kec patamuan kab pd pariaman dalam penanganan covid
